Speed_kmh,RPM,Throttle,Brake,Steering,Gear,Timestamp,CompletedLaps,DistanceTraveled_m,CurrentSectorIndex,IsInPit
0.2303532012817305,1.0590817991323083,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,-0.06641738886638428,1765206888,6,41338.602,1,False
0.2520181377800846,-0.09547078495719495,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.40576155826115967,1765206888,6,41345.895,1,False
0.27300604501286496,-0.025990667860899614,0.4898248013351449,-0.30752190991321987,-0.07665910700957443,0.40576155826115967,1765206888,6,41353.375,1,False
0.29494179321744746,0.016880042687878356,0.4898248013351449,-0.30752190991321987,0.02000393824102704,0.40576155826115967,1765206888,6,41361.246,1,False
0.15912972254339258,-0.6261806155437912,-2.263354066055416,3.5748103824475694,0.1327774910333954,0.40576155826115967,1765206888,6,41368.719,1,False
-0.015137610415240716,-1.0083212595734155,-2.263354066055416,3.5748103824475694,0.4120262884240219,0.40576155826115967,1765206888,6,41375.547,1,False
-0.19536280091092126,-1.3357647901442542,-2.263354066055416,3.5748103824475694,0.25629138218694175,0.40576155826115967,1765206888,6,41382.477,1,False
-0.37233825093184864,-1.7777765989057925,-2.263354066055416,3.5748103824475694,0.4120262884240219,0.40576155826115967,1765206889,6,41388.699,1,False
-0.5115354679337717,-1.8620397196395975,-2.263354066055416,0.006201911691692425,0.7288662700787711,0.40576155826115967,1765206889,6,41394.676,1,False
-0.5558131819022823,-2.117046532386639,-2.263354066055416,2.829716306135903,1.2068113271511896,0.40576155826115967,1765206889,6,41400.898,1,False
-0.6580446010038891,-2.175439396754802,-2.263354066055416,0.2807102555959906,1.136999127803533,-2.899491071631648,1765206889,6,41406.387,1,False
-0.6818760311520785,-1.1568904461303875,-0.005747394795156152,-0.30752190991321987,1.4055075868329812,-0.06641738886638428,1765206889,6,41412.098,1,False
-0.6994787920569907,-1.1184546366728623,0.18697512592218327,-0.30752190991321987,1.6364248615983072,-0.06641738886638428,1765206889,6,41417.418,1,False
-0.7196542641710828,-1.5937282036187974,-2.263354066055416,-0.30752190991321987,2.1089997494901365,-0.06641738886638428,1765206889,6,41423.031,1,False
-0.7567554679245134,-1.5649013465256536,-2.263354066055416,-0.30752190991321987,2.2486241481854496,-2.899491071631648,1765206889,6,41428.406,1,False
-0.769212806411067,-0.45395862316680385,0.4898248013351449,-0.30752190991321987,1.46457944781946,-0.5385963359939282,1765206889,6,41434.035,1,False
-0.7660984717894288,-0.7082262857319698,-2.263354066055416,-0.30752190991321987,1.8297509520995099,-0.5385963359939282,1765206889,6,41439.242,1,False
-0.774358228829426,-0.1937777591466341,0.4898248013351449,-0.30752190991321987,1.475319786180638,-0.5385963359939282,1765206890,6,41444.621,1,False
-0.7471416523533692,-0.35343419843173823,0.4898248013351449,-0.30752190991321987,1.3518058950270917,-0.5385963359939282,1765206890,6,41449.898,1,False
-0.7181647997868208,-0.3053894366098319,0.4898248013351449,-0.30752190991321987,1.2121814963317785,-0.5385963359939282,1765206890,6,41455.352,1,False
-0.6859382067455196,-0.1516461987797316,0.4898248013351449,-0.30752190991321987,0.9651537140246859,-0.5385963359939282,1765206890,6,41460.695,1,False
-0.6480245678734007,-0.08881843332031561,0.4898248013351449,-0.30752190991321987,0.7234961008981822,-0.5385963359939282,1765206890,6,41466.352,1,False
-0.6084860587639048,-0.040034521316533775,0.4898248013351449,-0.30752190991321987,0.3744351041598991,-0.5385963359939282,1765206890,6,41472.062,1,False
-0.5743637837789974,0.11444786669544202,0.4898248013351449,-0.30752190991321987,0.06833546086632777,-0.5385963359939282,1765206890,6,41477.574,1,False
-0.5310339107822901,0.1735798812454806,0.4898248013351449,-0.30752190991321987,0.07370563004691676,-0.5385963359939282,1765206890,6,41483.594,1,False
-0.49460973629443283,0.4928927598156889,0.4898248013351449,-0.30752190991321987,0.014633769060438067,-0.5385963359939282,1765206890,6,41489.477,1,False
-0.4459990350262515,0.2607996027067875,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,-0.5385963359939282,1765206890,6,41495.234,1,False
-0.40442943812003523,0.5025017121800702,0.4898248013351449,-0.30752190991321987,-0.17869232144076488,-0.5385963359939282,1765206891,6,41501.465,1,False
-0.3631306529200482,0.5653294776394862,0.4898248013351449,-0.30752190991321987,-0.14647130635723105,-0.5385963359939282,1765206891,6,41507.457,1,False
-0.3180405038328496,0.6917241587401937,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,-0.5385963359939282,1765206891,6,41513.703,1,False
-0.27362738401122433,0.7952051842027612,0.4898248013351449,-0.30752190991321987,-0.14647130635723105,-0.5385963359939282,1765206891,6,41520.203,1,False
-0.2296204817489432,0.8661636016628075,0.4898248013351449,-0.30752190991321987,-0.16258181389899795,-0.5385963359939282,1765206891,6,41526.758,1,False
-0.19861254138567408,0.05605500232727891,0.4898248013351449,-0.30752190991321987,-0.1357309679960531,-0.06641738886638428,1765206891,6,41532.973,1,False
-0.16042809080732562,0.08783846014792465,0.4898248013351449,-0.30752190991321987,-0.14647130635723105,-0.06641738886638428,1765206891,6,41539.699,1,False
-0.12413932217258296,0.15879687760797095,0.4898248013351449,-0.30752190991321987,-0.14110113717664208,-0.06641738886638428,1765206891,6,41546.527,1,False
-0.08771514768472569,0.2482340496149043,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,-0.06641738886638428,1765206891,6,41552.973,1,False
-0.052509625874900864,0.3118009652561958,0.4898248013351449,-0.30752190991321987,-0.14110113717664208,-0.06641738886638428,1765206891,6,41559.91,1,False
-0.018116539183764345,0.43745649617502774,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,-0.06641738886638428,1765206892,6,41566.535,1,False
0.01749520018540462,0.5002842616344437,0.4898248013351449,-0.30752190991321987,-0.16258181389899795,-0.06641738886638428,1765206892,6,41573.75,1,False
0.05053422834539411,0.59415633473263,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,-0.06641738886638428,1765206892,6,41580.816,1,False
0.08438569162407189,0.6481142980095402,0.4898248013351449,-0.30752190991321987,-0.09813978373193032,-0.06641738886638428,1765206892,6,41587.73,1,False
0.11647687881225888,0.7242467667427148,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,-0.06641738886638428,1765206892,6,41594.941,1,False
0.14680778990995352,0.8003792354758895,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,-0.06641738886638428,1765206892,6,41602.293,1,False
0.17700329515453436,0.8905555576646984,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,-0.06641738886638428,1765206892,6,41609.305,1,False
0.20652177113354148,0.9629922754884956,0.4898248013351449,-0.30752190991321987,-0.09276961455134133,-0.06641738886638428,1765206892,6,41616.789,1,False
0.22994698372238676,-0.14351554677910128,0.4898248013351449,-0.30752190991321987,-0.09813978373193032,0.40576155826115967,1765206892,6,41624.113,1,False
0.2521535436331992,-0.07699203041030789,0.4898248013351449,-0.30752190991321987,-0.0820292761901634,0.40576155826115967,1765206892,6,41631.707,1,False
0.2713811747754884,0.02796729541601059,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.40576155826115967,1765206893,6,41639.164,1,False
0.29643125760170946,-0.009729363859639005,0.4898248013351449,-0.30752190991321987,-0.09813978373193032,0.40576155826115967,1765206893,6,41646.527,1,False
0.3155234828908841,0.0900559106935511,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.40576155826115967,1765206893,6,41654.184,1,False
0.3397611305984169,0.1063172146948117,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.40576155826115967,1765206893,6,41661.523,1,False
0.3608844436843119,0.24675574925115334,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.40576155826115967,1765206893,6,41669.348,1,False
0.3848512796856163,0.20388503870237537,0.4898248013351449,-0.30752190991321987,-0.1357309679960531,0.40576155826115967,1765206893,6,41677.223,1,False
0.4065162161839696,0.2970179616186861,0.4898248013351449,-0.30752190991321987,-0.15721164471840898,0.40576155826115967,1765206893,6,41684.859,1,False
0.4293998053603557,0.2970179616186861,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.40576155826115967,1765206893,6,41692.715,1,False
0.4501169008869069,0.37167212998810983,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.40576155826115967,1765206893,6,41700.758,1,False
0.4720526490914902,0.3798027819887401,0.4898248013351449,-0.30752190991321987,-0.14647130635723105,0.40576155826115967,1765206894,6,41708.34,1,False
0.4920927153524669,0.4492828990850355,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.40576155826115967,1765206894,6,41716.473,1,False
0.512538999172789,0.5106323641807005,0.4898248013351449,-0.30752190991321987,-0.15721164471840898,0.40576155826115967,1765206894,6,41724.594,1,False
0.5329852829931102,0.5365026205463423,0.4898248013351449,-0.30752190991321987,-0.17332215226017592,0.40576155826115967,1765206894,6,41732.336,1,False
0.5520775082822841,0.5956346350963809,0.4898248013351449,-0.30752190991321987,-0.16795198307958692,0.40576155826115967,1765206894,6,41740.629,1,False
0.5721175745432615,0.614113389643268,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.40576155826115967,1765206894,6,41748.348,1,False
0.5908035822730916,0.6673322027383027,0.4898248013351449,-0.30752190991321987,-0.17332215226017592,0.40576155826115967,1765206894,6,41756.742,1,False
0.6100312134153808,0.6917241587401937,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.40576155826115967,1765206894,6,41765.121,1,False
0.6283110035858663,0.736812319834598,0.4898248013351449,-0.30752190991321987,-0.15721164471840898,0.40576155826115967,1765206894,6,41773.023,1,False
0.6463199820501235,0.7619434260183645,0.4898248013351449,-0.30752190991321987,-0.17332215226017592,0.40576155826115967,1765206894,6,41781.492,1,False
0.6644643663674945,0.7952051842027612,0.4898248013351449,-0.30752190991321987,-0.16795198307958692,0.40576155826115967,1765206895,6,41789.551,1,False
0.6819317214192925,0.8329018434784108,0.4898248013351449,-0.30752190991321987,-0.18406249062135382,0.40576155826115967,1765206895,6,41797.953,1,False
0.6981804237930577,0.9045994111203325,0.4898248013351449,-0.30752190991321987,-0.19480282898253176,0.40576155826115967,1765206895,6,41806.594,1,False
0.7151061554323965,0.8964687591197023,0.4898248013351449,-0.30752190991321987,-0.20554316734370973,0.40576155826115967,1765206895,6,41814.602,1,False
0.7305424226874734,0.928252216940348,0.4898248013351449,-0.30752190991321987,-0.1894326598019428,0.40576155826115967,1765206895,6,41823.32,1,False
0.7436767904396008,0.9822101802172581,0.4898248013351449,-0.30752190991321987,-0.1894326598019428,0.40576155826115967,1765206895,6,41831.918,1,False
0.7562695347792691,1.0199068394929078,0.4898248013351449,-0.30752190991321987,-0.2216536748854766,0.40576155826115967,1765206895,6,41840.105,1,False
0.7639876684068074,0.04127199868976927,0.4898248013351449,-0.30752190991321987,-0.2216536748854766,0.8779405053887036,1765206895,6,41848.785,1,False
0.7726536430061488,0.0649248045097847,0.4898248013351449,-0.30752190991321987,-0.19480282898253176,0.8779405053887036,1765206895,6,41857.098,1,False
0.7811842117523755,0.06196820378228277,0.4898248013351449,-0.30752190991321987,-0.21628350570488764,0.8779405053887036,1765206895,6,41865.984,1,False
0.7890377512330286,0.11814361760481942,0.4898248013351449,-0.30752190991321987,-0.18406249062135382,0.8779405053887036,1765206896,6,41874.559,1,False
0.798245349244829,0.10188231360355882,0.4898248013351449,-0.30752190991321987,-0.20017299816312076,0.8779405053887036,1765206896,6,41882.871,1,False
0.8073175414035149,0.1188827677866949,0.4898248013351449,-0.30752190991321987,-0.16258181389899795,0.8779405053887036,1765206896,6,41891.75,1,False
0.8151710808841679,0.15879687760797095,0.4898248013351449,-0.30752190991321987,-0.17869232144076488,0.8779405053887036,1765206896,6,41900.426,1,False
0.8243786788959684,0.17431903142735608,0.4898248013351449,-0.30752190991321987,-0.15721164471840898,0.8779405053887036,1765206896,6,41908.691,1,False
0.8331800593484242,0.21127654052113018,0.4898248013351449,-0.30752190991321987,-0.16795198307958692,0.8779405053887036,1765206896,6,41917.617,1,False
0.8427938749195693,0.18540628415548832,0.4898248013351449,-0.30752190991321987,-0.1357309679960531,0.8779405053887036,1765206896,6,41926.082,1,False
0.8509182261064514,0.2556255514336591,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206896,6,41934.863,1,False
0.8608028533838256,0.21201569070300566,0.4898248013351449,-0.30752190991321987,-0.15184147553782001,0.8779405053887036,1765206896,6,41943.207,1,False
0.8696042338362823,0.23788594706864755,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,0.8779405053887036,1765206896,6,41951.93,1,False
0.878134802582509,0.260060452524912,0.4898248013351449,-0.30752190991321987,-0.1357309679960531,0.8779405053887036,1765206897,6,41960.914,1,False
0.8861237479162767,0.29036560998180677,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206897,6,41970.004,1,False
0.894789722515618,0.30440946343744096,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.8779405053887036,1765206897,6,41978.105,1,False
0.9035911029680747,0.2933222107093087,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206897,6,41987.008,1,False
0.9109030190362686,0.3398886721674641,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206897,6,41996.438,1,False
0.9195689936356106,0.34654102380434343,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206897,6,42004.855,1,False
0.9275579389693783,0.3317580201668338,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206897,6,42014.016,1,False
0.9347344491844576,0.3583674267143512,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206897,6,42022.824,1,False
0.9423171769588815,0.3768461812612382,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206897,6,42031.828,1,False
0.9494936871739615,0.38202023253436657,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206897,6,42040.934,1,False
0.9566701973890409,0.38941173435312143,0.4898248013351449,-0.30752190991321987,-0.14110113717664208,0.8779405053887036,1765206898,6,42049.422,1,False
0.963846707604121,0.4064121885362575,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206898,6,42058.66,1,False
0.9706170002598565,0.4189777416281407,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206898,6,42067.707,1,False
0.9773872929155921,0.4241517929012691,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,0.8779405053887036,1765206898,6,42076.441,1,False
0.9837513680119832,0.4433696976300316,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206898,6,42085.57,1,False
0.9899800372552603,0.4566744009037903,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206898,6,42094.215,1,False
0.9952608655267339,0.48845785872443603,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206898,6,42103.438,1,False
1.0010833172106666,0.5010234118163193,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206898,6,42112.566,1,False
1.0066349571883693,0.4818055070875567,0.4898248013351449,-0.30752190991321987,-0.14647130635723105,0.8779405053887036,1765206898,6,42121.273,1,False
1.01123875619427,0.5231979172725837,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206898,6,42130.523,1,False
1.0165195844657433,0.5017625619981947,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,0.8779405053887036,1765206899,6,42139.797,1,False
1.0207171659122996,0.549807323820101,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206899,6,42149.195,1,False
1.0258625883306585,0.5246762176363347,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206899,6,42157.926,1,False
1.0300601697772145,0.5608945765482333,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206899,6,42166.875,1,False
1.0345285629299998,0.5350243201825914,0.4898248013351449,-0.30752190991321987,-0.1303607988154641,0.8779405053887036,1765206899,6,42176.18,1,False
1.0384553326703267,0.5549813750932294,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206899,6,42185.152,1,False
1.042517508263768,0.5535030747294785,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206899,6,42194.438,1,False
1.0463088721509797,0.5653294776394862,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.8779405053887036,1765206899,6,42203.895,1,False
1.050100236038192,0.5660686278213617,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.8779405053887036,1765206899,6,42212.703,1,False
1.0533499765129453,0.6008086863695093,0.4898248013351449,-0.30752190991321987,-0.09276961455134133,0.8779405053887036,1765206899,6,42221.957,1,False
1.057412152106386,0.5838082321863732,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.8779405053887036,1765206900,6,42230.699,1,False
1.0607972984342537,0.6133742394613926,0.4898248013351449,-0.30752190991321987,-0.09813978373193032,0.8779405053887036,1765206900,6,42239.984,1,False
1.064588662321466,0.59415633473263,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206900,6,42248.801,1,False
1.0671613735306456,0.6348095947357815,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206900,6,42258.188,1,False
1.0709527374178571,0.6067218878245132,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206900,6,42267.641,1,False
1.0736608544801518,0.6407227961907853,0.4898248013351449,-0.30752190991321987,-0.10888012209310824,0.8779405053887036,1765206900,6,42276.43,1,False
1.0769105949549043,0.6451576972820383,0.4898248013351449,-0.30752190991321987,-0.1357309679960531,0.8779405053887036,1765206900,6,42285.793,1,False
1.0807019588421165,0.6207657412801474,0.4898248013351449,-0.30752190991321987,-0.14110113717664208,0.8779405053887036,1765206900,6,42295.145,1,False
1.0836808876106399,0.6392444958270344,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206900,6,42303.984,1,False
1.0865244105260492,0.6606798511014234,0.4898248013351449,-0.30752190991321987,-0.14110113717664208,0.8779405053887036,1765206900,6,42313.457,1,False
1.089909556853917,0.6399836460089099,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206901,6,42322.215,1,False
1.0920760505037521,0.6924633089220691,0.4898248013351449,-0.30752190991321987,-0.10350995291251927,0.8779405053887036,1765206901,6,42331.609,1,False
1.0958674143909644,0.6762020049208085,0.4898248013351449,-0.30752190991321987,-0.12499062963487517,0.8779405053887036,1765206901,6,42341.062,1,False
1.0992525607188322,0.6680713529201782,0.4898248013351449,-0.30752190991321987,-0.11425029127369722,0.8779405053887036,1765206901,6,42349.941,1,False
1.1023668953404706,0.6725062540114312,0.4898248013351449,-0.30752190991321987,-0.11962046045428619,0.8779405053887036,1765206901,6,42359.359,1,False
1.105345824108994,0.6725062540114312,0.4898248013351449,-0.30752190991321987,-0.10888012209310824,0.8779405053887036,1765206901,6,42368.379,1,False
