TireTemp_FL_Avg,TireTemp_FR_Avg,TireTemp_RL_Avg,TireTemp_RR_Avg,TireWear_FL,TireWear_FR,TireWear_RL,TireWear_RR,TirePressure_FL,TirePressure_FR,TirePressure_RL,TirePressure_RR,SlipRatio_FL,SlipRatio_FR,SlipRatio_RL,SlipRatio_RR,SlipAngle_FL,SlipAngle_FR,SlipAngle_RL,SlipAngle_RR,Timestamp,CompletedLaps,DistanceTraveled_m,CurrentSectorIndex,IsInPit
-0.1806750787789433,1.6676681847206725,0.009757245892148629,0.8880251936983742,0.0,0.0,0.0,0.0,0.19370840066305697,0.7415968988655384,0.08339473459053079,0.3892779991535393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261524.453,2,False
-0.1987719951238994,1.6236636331510412,0.009757245892148629,0.8718821013523741,0.0,0.0,0.0,0.0,0.19370840066305697,0.7415968988655384,0.09945414781140628,0.40621521186928283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261532.656,2,False
-0.21234468238261697,1.5943272654379474,-0.00898840149852011,0.8638105551793689,0.0,0.0,0.0,0.0,0.19370840066305697,0.7415968988655384,0.09945414781140628,0.4231524245850264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261540.594,2,False
-0.23044159872757117,1.550322713868316,-0.00898840149852011,0.8476674628333654,0.0,0.0,0.0,0.0,0.19370840066305697,0.7615915208535762,0.11551356103227607,0.4231524245850264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261549.0,2,False
-0.2440142859862868,1.5209863461552222,-0.00898840149852011,0.8476674628333654,0.0,0.0,0.0,0.0,0.19370840066305697,0.7615915208535762,0.11551356103227607,0.4400896373007639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261556.953,2,False
-0.2711596605037181,1.476981794585591,-0.027734048889191516,0.8234528243143533,0.0,0.0,0.0,0.0,0.19370840066305697,0.7615915208535762,0.11551356103227607,0.4400896373007639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261565.422,2,False
-0.2847323477624376,1.4476454268725034,-0.027734048889191516,0.8234528243143533,0.0,0.0,0.0,0.0,0.19370840066305697,0.7815861428416069,0.13157297425315156,0.4570268500165074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261573.406,2,False
-0.29830503502115324,1.4183090591594096,-0.03398259801941532,0.8073097319683498,0.0,0.0,0.0,0.0,0.19370840066305697,0.7815861428416069,0.13157297425315156,0.47396406273224495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261581.844,2,False
-0.32092618045234594,1.3743045075897784,-0.04647969627986825,0.7911666396223531,0.0,0.0,0.0,0.0,0.19370840066305697,0.8015807648296447,0.14763238747402135,0.47396406273224495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261590.25,2,False
-0.3344988677110635,1.3449681398766908,-0.04647969627986825,0.7911666396223531,0.0,0.0,0.0,0.0,0.20983806983232536,0.8015807648296447,0.16369180069489683,0.49090127544798845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210073,44,261598.797,2,False
-0.34807155496977915,1.3009635883070534,-0.052728245410089386,0.7750235472763427,0.0,0.0,0.0,0.0,0.20983806983232536,0.8215753868176754,0.16369180069489683,0.49090127544798845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261607.031,2,False
-0.36164424222849484,1.256959036737422,-0.06522534367053699,0.750808908757341,0.0,0.0,0.0,0.0,0.20983806983232536,0.8215753868176754,0.16369180069489683,0.507838488163726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261615.781,2,False
-0.3752169294872124,1.2422908528808783,-0.06522534367053699,0.750808908757341,0.0,0.0,0.0,0.0,0.20983806983232536,0.8415700088057132,0.17975121391577234,0.5247757008794696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261624.266,2,False
-0.3978380749184051,1.1982863013112406,-0.08397099106121372,0.7265942702383322,0.0,0.0,0.0,0.0,0.20983806983232536,0.8415700088057132,0.17975121391577234,0.5247757008794696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261632.625,2,False
-0.40688653309088413,1.168949933598153,-0.08397099106121372,0.7185227240653305,0.0,0.0,0.0,0.0,0.20983806983232536,0.8615646307937439,0.19581062713664213,0.541712913595207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261640.922,2,False
-0.42498344943584027,1.1249453820285218,-0.10271663845188246,0.6943080855463218,0.0,0.0,0.0,0.0,0.20983806983232536,0.8615646307937439,0.2118700403575176,0.5586501263109506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261649.531,2,False
-0.43403190760831545,1.0809408304588843,-0.10896518758210892,0.6781649932003149,0.0,0.0,0.0,0.0,0.22596773900159947,0.8815592527817817,0.2118700403575176,0.5586501263109506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261658.344,2,False
-0.447604594867033,1.0809408304588843,-0.12146228584255386,0.67009344702732,0.0,0.0,0.0,0.0,0.22596773900159947,0.8815592527817817,0.2279294535783874,0.5755873390266941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261666.922,2,False
-0.46117728212575054,1.0369362788892529,-0.13395938410300412,0.6458788085083078,0.0,0.0,0.0,0.0,0.22596773900159947,0.9015538747698195,0.2279294535783874,0.5925245517424316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261675.422,2,False
-0.47474996938446623,0.9929317273196154,-0.1527050314936782,0.6216641699893026,0.0,0.0,0.0,0.0,0.22596773900159947,0.9015538747698195,0.2439888667992629,0.5925245517424316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210074,44,261684.109,2,False
