Timestamp,Speed_kmh,RPM,Throttle,Brake,Steering,Gear,CompletedLaps,iCurrentTime_ms,CurrentLapTime_str,iLastTime_ms,iBestTime_ms,DistanceTraveled_m,LapNumberTotal,CurrentSectorIndex,LastSectorTime_ms,IsInPit,IsInPitLane,TyreCompound,CarX,CarY,CarZ,Flag,SurfaceGrip,Distance,DistanceTraveled_m_Original
1758102014,80.23,9671,0.61,0.0,0.007,1,0,21420,0:21.420,0,0,79.075,0,0,0,False,True,Medium (M),-155.82737731933594,-6.915521621704102,95.8967514038086,0,1.0,0.0,79.075
1758102014,80.26,9543,0.6,0.0,0.006,1,0,21519,0:21.519,0,0,81.316,0,0,0,False,True,Medium (M),-155.64813232421875,-6.8993730545043945,93.70225524902344,0,1.0,2.241,81.316
1758102014,80.01,9516,0.61,0.0,0.002,1,0,21621,0:21.621,0,0,83.543,0,0,0,False,True,Medium (M),-155.46092224121094,-6.8828606605529785,91.44161987304688,0,1.0,4.468,83.543
1758102014,79.81,9713,0.61,0.0,-0.006,1,0,21726,0:21.726,0,0,85.865,0,0,0,False,True,Medium (M),-155.26734924316406,-6.86806583404541,89.11653137207031,0,1.0,6.79,85.865
1758102014,79.86,9865,0.62,0.0,-0.018,1,0,21825,0:21.825,0,0,88.113,0,0,0,False,True,Medium (M),-155.08436584472656,-6.861113548278809,86.9243392944336,0,1.0,9.038,88.113
1758102014,80.02,9888,0.61,0.0,-0.014,1,0,21927,0:21.927,0,0,90.345,0,0,0,False,True,Medium (M),-154.90052795410156,-6.865946292877197,84.6645736694336,0,1.0,11.27,90.345
1758102014,80.29,9706,0.6,0.0,-0.017,1,0,22023,0:22.023,0,0,92.472,0,0,0,False,True,Medium (M),-154.73251342773438,-6.8626790046691895,82.53704071044922,0,1.0,13.397,92.472
1758102015,80.28,9541,0.59,0.0,-0.017,1,0,22125,0:22.125,0,0,94.776,0,0,0,False,True,Medium (M),-154.56301879882812,-6.858193397521973,80.27326202392578,0,1.0,15.701,94.776
1758102015,79.84,9666,0.61,0.0,-0.015,1,0,22224,0:22.224,0,0,96.864,0,0,0,False,True,Medium (M),-154.40634155273438,-6.835716724395752,78.07831573486328,0,1.0,17.789,96.864
1758102015,79.84,9868,0.62,0.0,-0.022,1,0,22329,0:22.329,0,0,99.289,0,0,0,False,True,Medium (M),-154.2493438720703,-6.819478511810303,75.7509765625,0,1.0,20.214,99.289
