Timestamp,Speed_kmh,RPM,Throttle,Brake,Steering,Gear,CompletedLaps,iCurrentTime_ms,CurrentLapTime_str,iLastTime_ms,iBestTime_ms,DistanceTraveled_m,LapNumberTotal,CurrentSectorIndex,LastSectorTime_ms,IsInPit,IsInPitLane,TyreCompound,X,Y,Z,Flag,SurfaceGrip,Distance
1757696334,305.42,12814,1.0,0.0,0.007,0,3,75,0:00.075,82539,81186,35067.125,0,0,25920,False,False,Soft (S),-205.08697509765625,-8.407663345336914,406.6188049316406,0,1.0,35067.125
1757696335,305.95,10879,1.0,0.0,0.002,8,3,174,0:00.174,82539,81186,35075.562,0,0,25920,False,False,Soft (S),-204.42483520507807,-8.367330551147461,398.2393493652344,0,1.0,35075.562
1757696335,306.52,10883,1.0,0.0,0.006,8,3,273,0:00.273,82539,81186,35084.047,0,0,25920,False,False,Soft (S),-203.7293243408203,-8.32355785369873,389.8460998535156,0,1.0,35084.047
1757696335,307.07,10892,1.0,0.0,0.004,8,3,375,0:00.375,82539,81186,35092.766,0,0,25920,False,False,Soft (S),-202.98602294921875,-8.283012390136719,381.1856994628906,0,1.0,35092.766
1757696335,307.57,10926,1.0,0.0,-0.005,8,3,477,0:00.477,82539,81186,35101.461,0,0,25920,False,False,Soft (S),-202.22116088867188,-8.23486328125,372.5115356445313,0,1.0,35101.461
1757696335,308.12,10926,1.0,0.0,0.004,8,3,573,0:00.573,82539,81186,35109.766,0,0,25920,False,False,Soft (S),-201.483154296875,-8.195213317871094,364.3355102539063,0,1.0,35109.766
1757696335,308.62,10945,1.0,0.0,0.003,8,3,675,0:00.675,82539,81186,35118.422,0,0,25920,False,False,Soft (S),-200.677734375,-8.151875495910645,355.6358642578125,0,1.0,35118.422
1757696335,309.12,10978,1.0,0.0,0.004,8,3,777,0:00.777,82539,81186,35127.188,0,0,25920,False,False,Soft (S),-199.84423828125,-8.110285758972168,346.9242553710937,0,1.0,35127.188
1757696335,309.63,10985,1.0,0.0,0.003,8,3,879,0:00.879,82539,81186,35135.812,0,0,25920,False,False,Soft (S),-198.98550415039065,-8.074200630187988,338.2003479003906,0,1.0,35135.812
1757696335,310.14,11001,1.0,0.0,0.003,8,3,978,0:00.978,82539,81186,35144.371,0,0,25920,False,False,Soft (S),-198.13543701171875,-8.03023624420166,329.72100830078125,0,1.0,35144.371
1757696335,310.62,11014,1.0,0.0,-0.0,8,3,1077,0:01.077,82539,81186,35153.059,0,0,25920,False,False,Soft (S),-197.27737426757807,-7.985023975372314,321.22930908203125,0,1.0,35153.059
1757696336,311.09,11039,1.0,0.0,0.001,8,3,1179,0:01.179,82539,81186,35161.785,0,0,25920,False,False,Soft (S),-196.3885955810547,-7.9405927658081055,312.4669494628906,0,1.0,35161.785
